Window_title,Title,Description1,Category1,Description2,Category2,Value,Value_unit,Value_1,Value_1_unit,Comparison,Timestamp,Chart_info
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,08/24/2020,Measures,Positive Tests,71,cases,49.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,08/25/2020,Measures,Positive Tests,42,cases,44.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,08/26/2020,Measures,Positive Tests,74,cases,46.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,08/27/2020,Measures,Positive Tests,48,cases,44.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,08/28/2020,Measures,Positive Tests,61,cases,47.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,08/29/2020,Measures,Positive Tests,36,cases,49.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,08/30/2020,Measures,Positive Tests,22,cases,50.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,08/31/2020,Measures,Positive Tests,71,cases,50.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/01/2020,Measures,Positive Tests,62,cases,53.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/02/2020,Measures,Positive Tests,83,cases,54.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/03/2020,Measures,Positive Tests,69,cases,57.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/04/2020,Measures,Positive Tests,45,cases,55.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/05/2020,Measures,Positive Tests,28,cases,54.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/06/2020,Measures,Positive Tests,19,cases,53.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/07/2020,Measures,Positive Tests,23,cases,47,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/08/2020,Measures,Positive Tests,82,cases,49.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/09/2020,Measures,Positive Tests,121,cases,55.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/10/2020,Measures,Positive Tests,53,cases,53,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/11/2020,Measures,Positive Tests,63,cases,55.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/12/2020,Measures,Positive Tests,31,cases,56,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/13/2020,Measures,Positive Tests,14,cases,55.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/14/2020,Measures,Positive Tests,69,cases,61.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/15/2020,Measures,Positive Tests,62,cases,59,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/16/2020,Measures,Positive Tests,80,cases,53.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/17/2020,Measures,Positive Tests,56,cases,53.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/18/2020,Measures,Positive Tests,73,cases,55,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/19/2020,Measures,Positive Tests,27,cases,54.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/20/2020,Measures,Positive Tests,15,cases,54.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/21/2020,Measures,Positive Tests,58,cases,53,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/22/2020,Measures,Positive Tests,77,cases,55.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/23/2020,Measures,Positive Tests,108,cases,59.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/24/2020,Measures,Positive Tests,88,cases,63.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/25/2020,Measures,Positive Tests,73,cases,63.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/26/2020,Measures,Positive Tests,47,cases,66.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/27/2020,Measures,Positive Tests,30,cases,68.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/28/2020,Measures,Positive Tests,103,cases,75.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/29/2020,Measures,Positive Tests,100,cases,78.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,09/30/2020,Measures,Positive Tests,82,cases,74.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/01/2020,Measures,Positive Tests,97,cases,76,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/02/2020,Measures,Positive Tests,74,cases,76.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/03/2020,Measures,Positive Tests,47,cases,76.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/04/2020,Measures,Positive Tests,24,cases,75.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/05/2020,Measures,Positive Tests,109,cases,76.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/06/2020,Measures,Positive Tests,88,cases,74.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/07/2020,Measures,Positive Tests,96,cases,76.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/08/2020,Measures,Positive Tests,125,cases,80.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/09/2020,Measures,Positive Tests,82,cases,81.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/10/2020,Measures,Positive Tests,40,cases,80.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/11/2020,Measures,Positive Tests,27,cases,81,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/12/2020,Measures,Positive Tests,65,cases,74.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/13/2020,Measures,Positive Tests,110,cases,77.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/14/2020,Measures,Positive Tests,134,cases,83.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/15/2020,Measures,Positive Tests,123,cases,83,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/16/2020,Measures,Positive Tests,129,cases,89.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/17/2020,Measures,Positive Tests,85,cases,96.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/18/2020,Measures,Positive Tests,31,cases,96.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/19/2020,Measures,Positive Tests,162,cases,110.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/20/2020,Measures,Positive Tests,132,cases,113.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/21/2020,Measures,Positive Tests,173,cases,119.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/22/2020,Measures,Positive Tests,181,cases,127.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/23/2020,Measures,Positive Tests,133,cases,128.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/24/2020,Measures,Positive Tests,89,cases,128.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/25/2020,Measures,Positive Tests,34,cases,129.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/26/2020,Measures,Positive Tests,198,cases,134.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/27/2020,Measures,Positive Tests,145,cases,136.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/28/2020,Measures,Positive Tests,171,cases,135.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/29/2020,Measures,Positive Tests,153,cases,131.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/30/2020,Measures,Positive Tests,104,cases,127.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,10/31/2020,Measures,Positive Tests,80,cases,126.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/01/2020,Measures,Positive Tests,41,cases,127.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/02/2020,Measures,Positive Tests,207,cases,128.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/03/2020,Measures,Positive Tests,209,cases,137.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/04/2020,Measures,Positive Tests,265,cases,151.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/05/2020,Measures,Positive Tests,287,cases,170.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/06/2020,Measures,Positive Tests,222,cases,187.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/07/2020,Measures,Positive Tests,129,cases,194.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/08/2020,Measures,Positive Tests,78,cases,199.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/09/2020,Measures,Positive Tests,324,cases,216.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/10/2020,Measures,Positive Tests,295,cases,228.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/11/2020,Measures,Positive Tests,281,cases,230.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/12/2020,Measures,Positive Tests,322,cases,235.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/13/2020,Measures,Positive Tests,291,cases,245.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/14/2020,Measures,Positive Tests,160,cases,250.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/15/2020,Measures,Positive Tests,86,cases,251.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/16/2020,Measures,Positive Tests,333,cases,252.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/17/2020,Measures,Positive Tests,261,cases,247.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/18/2020,Measures,Positive Tests,303,cases,250.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/19/2020,Measures,Positive Tests,265,cases,242.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/20/2020,Measures,Positive Tests,250,cases,236.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/21/2020,Measures,Positive Tests,138,cases,233.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/22/2020,Measures,Positive Tests,88,cases,234,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/23/2020,Measures,Positive Tests,264,cases,224.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/24/2020,Measures,Positive Tests,346,cases,236.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/25/2020,Measures,Positive Tests,285,cases,233.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/26/2020,Measures,Positive Tests,35,cases,200.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/27/2020,Measures,Positive Tests,274,cases,204.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/28/2020,Measures,Positive Tests,270,cases,223.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/29/2020,Measures,Positive Tests,125,cases,228.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,11/30/2020,Measures,Positive Tests,519,cases,264.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/01/2020,Measures,Positive Tests,528,cases,290.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/02/2020,Measures,Positive Tests,573,cases,332,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/03/2020,Measures,Positive Tests,574,cases,409,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/04/2020,Measures,Positive Tests,465,cases,436.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/05/2020,Measures,Positive Tests,258,cases,434.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/06/2020,Measures,Positive Tests,158,cases,439.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/07/2020,Measures,Positive Tests,546,cases,443.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/08/2020,Measures,Positive Tests,541,cases,445,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/09/2020,Measures,Positive Tests,590,cases,447.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/10/2020,Measures,Positive Tests,475,cases,433.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/11/2020,Measures,Positive Tests,471,cases,434.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/12/2020,Measures,Positive Tests,280,cases,437.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/13/2020,Measures,Positive Tests,206,cases,444.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/14/2020,Measures,Positive Tests,555,cases,445.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/15/2020,Measures,Positive Tests,548,cases,446.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/16/2020,Measures,Positive Tests,541,cases,439.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/17/2020,Measures,Positive Tests,128,cases,389.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/18/2020,Measures,Positive Tests,544,cases,400.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/19/2020,Measures,Positive Tests,305,cases,403.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/20/2020,Measures,Positive Tests,219,cases,405.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/21/2020,Measures,Positive Tests,586,cases,410.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/22/2020,Measures,Positive Tests,561,cases,412,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/23/2020,Measures,Positive Tests,466,cases,401.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/24/2020,Measures,Positive Tests,340,cases,431.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/25/2020,Measures,Positive Tests,49,cases,360.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/26/2020,Measures,Positive Tests,364,cases,369.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/27/2020,Measures,Positive Tests,241,cases,372.4,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/28/2020,Measures,Positive Tests,744,cases,395,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/29/2020,Measures,Positive Tests,595,cases,399.9,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/30/2020,Measures,Positive Tests,541,cases,410.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,12/31/2020,Measures,Positive Tests,431,cases,423.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,01/01/2021,Measures,Positive Tests,106,cases,431.7,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,01/02/2021,Measures,Positive Tests,405,cases,437.6,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,01/03/2021,Measures,Positive Tests,259,cases,440.1,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,01/04/2021,Measures,Positive Tests,857,cases,456.3,cases (7-day moving avg),,11/04/2022,""
COVID-19 Positive Tests,COVID-19 Positive Tests,Dates,01/05/2021,Measures,Positive Tests,772,cases,481.6,cases (7-day moving avg),,11/04/2022,""
